time,x,y,speed,yaw_rate,lat_g,long_g,steering_angle,slip_ratio,distance
26.960,286.242,-615.952,314.650,1.790,-0.000,0.224,0.510,-0.660,1482.710
26.980,285.085,-617.419,316.480,-0.250,0.020,0.279,-0.100,-0.060,1484.470
27.000,283.929,-618.885,316.080,-2.300,0.039,-0.029,-0.290,0.250,1486.220
27.020,282.774,-620.350,316.090,-0.820,-0.089,0.306,-0.140,-0.320,1487.980
27.040,281.618,-621.817,316.220,-0.430,0.036,0.237,0.290,-0.230,1489.740
27.060,280.458,-623.286,317.100,-0.260,-0.012,0.217,0.710,0.240,1491.500
27.080,279.299,-624.757,317.190,-0.190,0.035,0.239,-0.310,-0.440,1493.260
27.100,278.145,-626.221,315.730,1.120,0.039,-0.007,0.050,0.320,1495.010
27.120,276.983,-627.693,317.730,1.270,0.080,0.195,0.170,-0.160,1496.780
27.140,275.826,-629.161,316.440,-0.170,0.068,-0.112,-0.500,-0.120,1498.540
27.160,274.662,-630.637,318.560,1.100,0.067,0.253,0.010,-0.340,1500.310
27.180,273.499,-632.111,318.110,0.360,0.072,-0.063,-0.730,0.110,1502.070
27.200,272.329,-633.593,320.000,0.060,0.015,0.250,-0.880,0.740,1503.850
27.220,271.161,-635.073,319.550,0.910,0.002,-0.022,0.180,0.230,1505.630
27.240,269.999,-636.546,317.890,0.070,0.044,-0.067,-0.190,-0.260,1507.390
27.260,268.784,-637.999,66.530,4.400,-0.696,-0.059,-0.030,-0.170,1507.760
27.280,267.531,-639.416,66.830,-1.650,-0.659,0.037,-0.360,3.830,1508.130
27.300,266.240,-640.794,67.960,0.460,-0.618,0.615,-0.940,2.510,1508.510
27.320,264.912,-642.134,69.260,-3.940,-0.595,0.993,-1.670,2.500,1508.890
27.340,263.550,-643.434,70.030,0.170,-0.593,1.088,-2.510,5.950,1509.280
27.360,262.154,-644.694,71.520,-2.890,-0.600,1.282,-3.380,8.300,1509.680
27.380,260.724,-645.911,73.550,-2.820,-0.593,1.833,-4.350,8.600,1510.090
27.400,259.263,-647.086,75.410,-4.310,-0.625,2.027,-5.350,8.650,1510.510
27.420,257.772,-648.217,77.050,-1.230,-0.650,2.200,-6.380,9.610,1510.940
27.440,256.252,-649.303,78.830,-1.310,-0.698,2.306,-7.380,11.590,1511.370
27.460,254.705,-650.344,80.350,-3.970,-0.762,2.233,-8.460,8.030,1511.820
27.480,253.131,-651.339,82.290,-6.470,-0.807,2.358,-9.460,9.700,1512.280
27.500,251.532,-652.287,84.620,-2.340,-0.840,2.713,-10.480,10.500,1512.750
27.520,249.910,-653.187,86.490,-7.840,-0.874,2.688,-11.530,9.410,1513.230
27.540,248.266,-654.039,88.540,-11.520,-0.874,2.685,-12.560,10.650,1513.720
27.560,246.602,-654.841,90.170,-7.150,-0.921,2.522,-13.540,12.330,1514.220
27.580,244.918,-655.594,91.760,-11.170,-0.943,2.480,-14.560,11.420,1514.730
27.600,243.217,-656.297,93.460,-7.910,-1.002,2.560,-15.580,11.930,1515.250
27.620,241.499,-656.950,94.700,-11.580,-1.052,2.327,-16.600,10.470,1515.780
27.640,239.767,-657.551,95.800,-10.560,-1.116,1.978,-17.630,9.940,1516.310
27.660,238.022,-658.101,97.100,-9.920,-1.161,1.917,-18.630,7.830,1516.850
27.680,236.266,-658.598,98.390,-16.130,-1.178,2.013,-19.670,8.940,1517.390
27.700,234.499,-659.044,99.160,-15.830,-1.206,1.614,-20.750,8.350,1517.940
27.720,232.724,-659.437,99.850,-15.830,-1.212,1.501,-21.730,8.090,1518.500
27.740,230.942,-659.778,100.660,-13.580,-1.238,1.339,-22.760,7.640,1519.060
27.760,229.155,-660.065,101.510,-18.980,-1.273,1.418,-23.820,7.300,1519.620
27.780,227.364,-660.300,102.180,-19.860,-1.254,1.165,-24.890,6.020,1520.190
27.800,225.572,-660.481,102.230,-18.680,-1.285,0.940,-25.900,10.600,1520.760
27.820,223.778,-660.610,102.860,-21.770,-1.287,0.886,-26.930,7.040,1521.330
27.840,221.986,-660.685,102.810,-21.160,-1.320,0.609,-27.550,5.390,1521.900
27.860,220.196,-660.707,102.720,-25.280,-1.322,0.256,-28.050,3.190,1522.470
27.880,218.410,-660.676,102.380,-18.320,-1.316,-0.015,-28.440,2.010,1523.040
27.900,216.630,-660.592,102.700,-25.930,-1.329,0.207,-28.680,3.180,1523.610
27.920,214.858,-660.456,102.310,-24.240,-1.387,0.004,-28.870,3.230,1524.180
27.940,213.094,-660.267,101.660,-23.910,-1.379,-0.351,-29.060,1.170,1524.740
27.960,211.341,-660.026,101.380,-20.220,-1.346,-0.385,-29.210,1.690,1525.310
27.980,209.600,-659.734,101.000,-26.840,-1.334,-0.348,-29.370,2.930,1525.870
28.000,207.873,-659.390,100.390,-20.310,-1.322,-0.493,-29.500,4.680,1526.430
28.020,206.160,-658.995,100.000,-22.830,-1.354,-0.544,-29.600,4.250,1526.980
28.040,204.464,-658.549,99.230,-23.530,-1.352,-0.655,-29.720,7.210,1527.530
28.060,202.786,-658.054,98.580,-26.330,-1.325,-0.838,-29.860,3.360,1528.080
28.080,201.128,-657.509,97.650,-23.170,-1.298,-0.954,-29.950,4.810,1528.620
28.100,199.491,-656.915,96.950,-25.720,-1.257,-0.852,-30.150,7.780,1529.160
28.120,197.876,-656.274,96.910,-21.720,-1.254,-0.678,-30.200,5.080,1529.700
28.140,196.285,-655.584,96.710,-26.210,-1.239,-0.556,-30.380,5.750,1530.240
28.160,194.719,-654.848,96.100,-24.490,-1.232,-0.515,-30.500,7.340,1530.770
28.180,193.180,-654.066,95.820,-25.370,-1.244,-0.659,-30.610,3.750,1531.300
28.200,191.669,-653.239,95.110,-26.210,-1.275,-0.657,-30.720,4.700,1531.830
28.220,190.188,-652.367,94.420,-22.700,-1.240,-0.687,-30.800,4.480,1532.360
28.240,188.737,-651.453,93.820,-23.060,-1.215,-0.825,-30.950,2.380,1532.880
28.260,187.317,-650.495,93.200,-21.660,-1.208,-0.778,-31.050,4.670,1533.400
28.280,185.932,-649.496,92.570,-27.580,-1.220,-0.906,-31.180,6.930,1533.910
28.300,184.580,-648.457,92.230,-21.840,-1.181,-0.778,-31.280,5.900,1534.420
28.320,183.264,-647.378,91.640,-18.910,-1.166,-0.745,-31.390,5.870,1534.930
28.340,181.985,-646.261,91.160,-24.780,-1.136,-0.690,-31.500,4.130,1535.440
28.360,180.744,-645.106,90.730,-20.040,-1.085,-0.633,-31.630,3.400,1535.940
28.380,179.542,-643.916,90.140,-24.310,-1.123,-0.647,-31.760,6.410,1536.440
28.400,178.379,-642.690,89.280,-26.460,-1.117,-0.887,-31.850,4.590,1536.940
28.420,177.258,-641.431,88.570,-24.220,-1.099,-0.852,-31.900,5.620,1537.430
28.440,176.179,-640.139,88.400,-21.350,-1.052,-0.738,-31.530,4.930,1537.920
28.460,175.143,-638.815,88.280,-24.850,-1.077,-0.499,-30.850,6.090,1538.410
28.480,174.150,-637.462,88.310,-23.980,-1.025,-0.360,-29.920,4.770,1538.900
28.500,173.203,-636.081,88.390,-21.090,-1.022,-0.202,-28.880,0.810,1539.390
28.520,172.301,-634.672,89.040,-21.720,-1.028,0.140,-27.740,0.770,1539.890
28.540,171.445,-633.237,88.810,-19.900,-1.034,-0.112,-26.590,3.330,1540.380
28.560,170.637,-631.777,88.580,-19.860,-1.041,-0.177,-25.430,2.610,1540.870
28.580,169.876,-630.295,88.940,-18.610,-1.019,0.083,-24.180,1.650,1541.370
28.600,169.164,-628.790,89.140,-19.640,-1.046,0.038,-22.930,3.750,1541.860
28.620,168.502,-627.266,89.500,-17.480,-1.040,0.300,-21.650,3.410,1542.360
28.640,167.888,-625.722,89.890,-18.970,-1.053,0.395,-20.390,3.570,1542.860
28.660,167.326,-624.162,90.400,-13.680,-1.073,0.475,-19.080,4.980,1543.360
28.680,166.813,-622.586,90.290,-16.640,-1.020,0.206,-17.810,2.200,1543.860
28.700,166.352,-620.995,90.470,-12.210,-1.025,0.350,-16.520,5.630,1544.370
28.720,165.943,-619.392,90.880,-14.030,-1.027,0.481,-15.230,2.560,1544.870
28.740,165.586,-617.777,91.320,-12.250,-1.021,0.447,-13.950,4.590,1545.380
28.760,165.281,-616.153,92.000,-12.740,-1.072,0.629,-12.670,6.500,1545.890
28.780,165.028,-614.521,92.340,-12.860,-1.048,0.575,-11.370,2.040,1546.400
28.800,164.828,-612.882,92.460,-13.390,-1.117,0.478,-10.120,3.390,1546.920
28.820,164.681,-611.239,92.460,-11.060,-1.133,0.303,-8.790,5.040,1547.430
28.840,164.587,-609.592,92.590,-8.640,-1.140,0.271,-7.530,4.970,1547.940
28.860,164.547,-607.943,92.760,-6.620,-1.126,0.316,-6.290,3.100,1548.460
28.880,164.559,-606.294,93.200,-4.060,-1.125,0.512,-4.990,2.940,1548.980
28.900,164.624,-604.647,93.520,-6.010,-1.133,0.314,-3.730,4.800,1549.500
28.920,164.743,-603.002,93.520,-5.910,-1.137,0.271,-2.420,5.000,1550.020
28.940,164.771,-602.630,91.780,-0.890,-0.084,-0.053,0.330,0.370,1550.530
28.960,164.800,-602.257,91.950,-0.180,-0.081,0.246,-0.060,0.010,1551.040
28.980,164.829,-601.871,94.330,-0.550,0.000,0.221,-0.580,-0.150,1551.560
29.000,164.859,-601.480,95.170,1.170,-0.066,0.251,-0.340,0.050,1552.090
29.020,164.888,-601.096,94.020,2.120,0.105,-0.008,0.580,0.220,1552.620
29.040,164.918,-600.702,95.720,-1.430,-0.103,0.281,-0.240,0.410,1553.150
29.060,164.947,-600.319,93.870,-1.920,-0.040,-0.024,0.070,0.090,1553.670
29.080,164.975,-599.946,92.000,-0.250,0.001,-0.034,-0.540,-0.270,1554.180
29.100,165.005,-599.557,94.770,-1.520,-0.018,0.239,0.170,0.020,1554.710
29.120,165.034,-599.163,95.740,0.050,-0.055,0.206,-0.230,0.550,1555.240
29.140,165.064,-598.771,95.460,0.750,-0.048,-0.056,0.520,0.400,1555.770
29.160,165.094,-598.385,94.380,1.490,-0.050,-0.057,0.390,0.270,1556.290
29.180,165.123,-598.003,93.630,0.200,-0.014,-0.019,-0.250,0.240,1556.810
29.200,165.152,-597.608,95.810,-0.190,0.098,0.259,-0.060,0.210,1557.350
29.220,165.183,-597.201,98.170,-1.980,0.004,0.298,-0.280,0.350,1557.890
29.240,165.214,-596.789,98.940,0.030,0.059,0.286,-0.710,-0.140,1558.440
29.260,165.246,-596.377,99.070,0.070,0.025,0.236,-0.430,-0.410,1558.990
29.280,165.276,-595.980,96.300,0.640,0.056,-0.104,0.100,0.020,1559.530
29.300,165.306,-595.584,96.030,-0.710,-0.140,-0.008,0.160,-0.250,1560.060
29.320,165.337,-595.174,98.740,-0.440,-0.015,0.291,0.070,-0.320,1560.610
29.340,165.368,-594.761,99.190,-1.480,0.065,0.209,-0.150,-0.220,1561.160
29.360,165.399,-594.349,99.070,-2.290,-0.029,-0.005,0.470,0.750,1561.710
29.380,165.429,-593.955,95.690,-1.110,0.088,-0.039,0.030,0.040,1562.240
29.400,165.459,-593.551,97.640,-1.570,0.074,0.255,0.350,0.110,1562.780
29.420,165.491,-593.138,99.130,0.340,-0.023,0.298,-0.890,-0.370,1563.330
29.440,165.522,-592.720,100.140,-0.520,-0.025,0.290,-1.960,-0.550,1563.890
29.460,165.554,-592.298,100.800,-0.540,-0.051,0.270,0.140,-0.250,1564.450
29.480,165.586,-591.880,100.100,-0.980,-0.031,-0.036,-0.710,0.430,1565.010
29.500,165.617,-591.459,100.620,-3.230,-0.062,0.268,-0.110,0.100,1565.570
29.520,165.649,-591.039,100.480,1.510,0.021,-0.062,-0.150,0.180,1566.120
29.540,165.681,-590.612,101.620,-1.000,-0.073,0.248,0.790,0.220,1566.690
29.560,165.713,-590.188,101.300,-0.410,0.030,-0.077,0.200,-0.180,1567.250
29.580,165.745,-589.764,101.160,-1.450,0.031,-0.060,0.080,0.420,1567.810
29.600,165.777,-589.341,100.900,0.970,-0.083,-0.061,0.420,-0.190,1568.370
29.620,165.809,-588.915,101.660,0.140,0.077,0.231,0.180,0.420,1568.940
29.640,165.842,-588.483,102.500,-0.830,0.026,0.254,-0.230,0.130,1569.510
29.660,165.874,-588.052,102.410,-0.390,0.037,-0.060,0.540,-0.540,1570.080
29.680,165.907,-587.619,102.810,1.680,-0.038,0.265,-0.550,-0.220,1570.650
29.700,165.940,-587.177,104.490,-0.070,0.031,0.201,0.160,-0.540,1571.230
29.720,165.973,-586.742,103.110,-0.180,0.056,-0.053,-0.770,0.350,1571.800
29.740,166.005,-586.314,101.980,-0.940,-0.005,-0.046,0.100,-0.010,1572.370
29.760,166.039,-585.871,104.510,-1.890,0.100,0.241,0.100,-0.670,1572.950
29.780,166.071,-585.446,101.370,-0.160,0.002,-0.055,0.840,0.110,1573.510
29.800,166.103,-585.018,102.030,0.330,0.057,0.202,-0.780,-0.160,1574.080
29.820,166.136,-584.576,104.400,1.100,0.015,0.261,-0.300,-0.450,1574.660
29.840,166.170,-584.131,104.900,-2.250,0.029,0.269,0.410,0.500,1575.240
29.860,166.202,-583.700,102.500,-1.130,-0.084,-0.035,0.170,0.030,1575.810
29.880,166.236,-583.260,104.020,-0.580,0.019,0.281,0.090,-0.090,1576.390
29.900,166.269,-582.821,103.930,-0.000,-0.037,-0.044,-0.480,-0.120,1576.970
29.920,166.302,-582.379,104.340,-0.150,-0.042,0.264,-0.300,-0.450,1577.550
29.940,166.336,-581.924,106.720,-0.120,0.087,0.255,0.620,-0.390,1578.140
29.960,166.370,-581.470,106.600,0.410,-0.011,-0.029,-0.030,0.390,1578.730
29.980,166.404,-581.021,105.750,-0.900,-0.050,-0.097,0.190,-0.140,1579.320
30.000,166.437,-580.575,105.190,0.930,-0.018,-0.077,-0.060,0.010,1579.900
30.020,166.471,-580.134,104.220,0.430,-0.065,-0.002,-0.590,-0.610,1580.480
30.040,166.506,-579.669,108.610,-0.320,0.072,0.176,0.470,-0.400,1581.090
30.060,166.540,-579.209,107.610,1.600,-0.035,-0.054,0.250,0.180,1581.680
30.080,166.574,-578.759,105.900,1.560,0.026,-0.015,1.150,0.110,1582.270
30.100,166.609,-578.296,108.270,0.930,0.068,0.247,-0.510,0.530,1582.870
30.120,166.643,-577.838,107.320,-3.020,-0.025,-0.062,0.410,0.400,1583.470
30.140,166.678,-577.380,107.230,1.580,0.027,-0.046,-0.660,-0.070,1584.070
30.160,166.712,-576.915,108.550,0.790,-0.052,0.239,0.080,0.140,1584.670
30.180,166.747,-576.459,107.020,2.010,0.122,-0.049,0.490,-0.090,1585.260
30.200,166.781,-575.998,107.850,1.240,0.047,0.229,-1.040,0.620,1585.860
30.220,166.816,-575.532,108.790,1.580,-0.010,0.283,-0.100,0.340,1586.470
30.240,166.851,-575.069,108.090,0.880,-0.039,-0.007,-0.280,0.050,1587.070
30.260,166.887,-574.596,110.080,1.350,-0.006,0.246,-0.350,0.060,1587.680
30.280,166.923,-574.111,112.120,1.990,-0.017,0.208,0.190,0.430,1588.300
30.300,166.958,-573.647,108.420,0.220,0.098,-0.066,0.560,0.170,1588.900
30.320,166.992,-573.189,107.290,-1.570,-0.061,-0.056,-0.070,0.470,1589.500
30.340,167.026,-572.733,107.020,-0.310,0.007,-0.035,0.100,-0.660,1590.090
30.360,167.062,-572.260,110.030,0.390,-0.001,0.220,0.060,0.140,1590.710
30.380,167.097,-571.790,109.500,0.070,-0.006,-0.073,0.000,-0.150,1591.310
30.400,167.133,-571.311,111.040,-1.250,-0.005,0.265,-0.540,0.530,1591.930
30.420,167.169,-570.832,111.160,-1.630,-0.006,0.278,0.550,0.460,1592.550
30.440,167.204,-570.366,108.790,-0.740,0.044,-0.069,0.150,0.010,1593.150
30.460,167.239,-569.900,108.710,0.810,0.030,-0.090,0.200,0.460,1593.760
30.480,167.275,-569.415,112.110,1.580,0.021,0.349,-0.400,0.530,1594.380
30.500,167.311,-568.931,112.110,0.920,-0.152,-0.027,-0.230,0.020,1595.000
30.520,167.347,-568.450,111.500,1.060,0.015,-0.058,-0.090,0.740,1595.620
30.540,167.383,-567.977,109.890,-0.080,-0.083,-0.024,-0.770,-0.010,1596.230
30.560,167.420,-567.486,113.320,-1.740,0.032,0.246,-0.840,-0.060,1596.860
30.580,167.457,-566.987,114.750,-0.460,0.074,0.276,-0.300,0.260,1597.500
30.600,167.494,-566.494,113.500,-0.260,-0.046,-0.045,0.260,-0.110,1598.130
30.620,167.530,-566.010,112.050,-0.500,-0.013,-0.047,-0.330,0.030,1598.750
30.640,167.567,-565.517,113.620,0.050,-0.030,0.247,-0.510,0.420,1599.380
30.660,167.603,-565.035,111.740,0.440,0.062,-0.093,-0.410,0.010,1600.000
30.680,167.641,-564.531,115.610,0.850,0.005,0.308,-0.230,-0.510,1600.650
30.700,167.678,-564.033,114.380,-0.280,0.086,-0.078,-0.180,0.110,1601.280
30.720,167.714,-563.550,111.840,-1.900,0.021,-0.091,1.080,-0.210,1601.900
30.740,167.751,-563.054,114.280,-0.480,0.012,0.244,0.530,0.260,1602.540
30.760,167.789,-562.549,115.660,0.040,0.003,0.221,0.510,0.210,1603.180
30.780,167.826,-562.051,114.700,1.220,0.041,-0.052,0.580,0.440,1603.820
30.800,167.864,-561.550,115.030,-0.570,-0.087,0.271,-0.500,0.270,1604.460
30.820,167.901,-561.056,113.840,0.510,0.004,-0.020,-0.610,0.330,1605.090
30.840,167.939,-560.545,116.760,0.290,-0.004,0.274,-0.550,-0.200,1605.740
30.860,167.976,-560.044,115.170,0.040,0.036,-0.059,0.670,0.240,1606.380
30.880,168.013,-559.553,113.150,0.930,-0.009,-0.049,-0.270,0.590,1607.010
30.900,168.051,-559.047,116.060,-0.660,-0.052,0.262,-0.630,-0.210,1607.650
30.920,168.090,-558.528,118.330,-0.580,0.000,0.197,-0.220,0.540,1608.310
30.940,168.128,-558.019,116.510,-0.010,-0.054,-0.033,-0.120,-0.160,1608.960
30.960,168.167,-557.491,119.930,-0.640,-0.096,0.206,0.130,-0.260,1609.620
30.980,168.206,-556.973,118.200,0.510,0.036,0.011,0.130,0.090,1610.280
31.000,168.244,-556.454,118.300,-0.710,0.029,0.238,-0.410,0.210,1610.940
31.020,168.283,-555.937,117.840,0.230,0.023,-0.056,0.340,0.270,1611.590
31.040,168.322,-555.419,118.160,-0.100,0.065,0.227,-0.320,-0.290,1612.250
31.060,168.360,-554.901,118.110,0.210,-0.033,-0.069,-0.080,0.130,1612.900
31.080,168.399,-554.383,118.290,-0.460,-0.072,0.318,0.340,-0.210,1613.560
31.100,168.438,-553.856,119.770,-0.340,-0.004,0.278,-0.320,-0.450,1614.230
31.120,168.477,-553.339,117.810,0.100,-0.017,-0.096,-0.280,-0.280,1614.880
31.140,168.515,-552.823,117.830,0.200,-0.042,0.295,0.300,-0.230,1615.540
31.160,168.554,-552.306,118.000,-0.000,-0.004,0.286,-0.430,0.160,1616.190
31.180,168.595,-551.761,122.990,1.710,-0.031,0.242,-0.190,0.350,1616.870
31.200,168.634,-551.227,120.950,-0.990,-0.092,-0.041,0.280,-0.440,1617.550
31.220,168.674,-550.694,120.850,-0.060,-0.022,-0.050,1.030,0.110,1618.220
31.240,168.713,-550.171,119.040,-1.570,-0.057,0.009,0.300,-0.350,1618.880
31.260,168.753,-549.633,121.790,0.370,0.012,0.226,0.240,0.190,1619.560
31.280,168.793,-549.100,120.920,-1.120,-0.033,-0.046,0.270,-0.190,1620.230
31.300,168.833,-548.562,121.650,-0.280,0.056,0.237,-0.540,-0.320,1620.900
31.320,168.872,-548.033,120.100,-0.370,0.080,-0.093,0.060,0.240,1621.570
31.340,168.913,-547.494,122.040,0.280,0.034,0.316,-0.010,-0.180,1622.250
31.360,168.953,-546.958,121.400,-0.550,-0.078,-0.085,0.160,-0.090,1622.920
31.380,168.992,-546.423,121.130,-0.600,0.075,-0.043,0.060,-0.670,1623.600
31.400,169.033,-545.875,123.610,1.440,0.079,0.198,0.190,0.280,1624.280
31.420,169.073,-545.344,120.440,0.280,0.001,-0.062,-0.160,0.250,1624.950
31.440,169.114,-544.795,123.830,-0.560,0.066,0.263,0.030,0.000,1625.640
31.460,169.155,-544.243,124.240,-0.250,-0.028,0.225,-0.610,-0.460,1626.330
31.480,169.195,-543.703,122.130,1.650,-0.093,-0.032,-0.160,0.360,1627.010
31.500,169.235,-543.161,122.460,-0.240,-0.038,0.242,0.700,-0.200,1627.690
31.520,169.276,-542.613,123.590,-0.690,0.086,0.285,0.160,-0.140,1628.370
31.540,169.317,-542.059,124.580,-0.680,-0.075,0.291,-0.010,0.690,1629.070
31.560,169.358,-541.507,124.170,-0.550,-0.000,-0.068,0.950,-0.210,1629.760
31.580,169.400,-540.950,125.280,-0.590,0.002,0.252,-0.680,0.220,1630.450
31.600,169.442,-540.380,127.510,-1.280,-0.026,0.256,-0.550,0.170,1631.160
31.620,169.483,-539.828,124.340,-1.120,-0.022,-0.031,0.860,0.120,1631.850
31.640,169.524,-539.284,122.760,-0.830,0.004,-0.050,0.020,0.080,1632.530
31.660,169.566,-538.718,126.810,0.590,-0.028,0.256,-0.120,0.110,1633.240
31.680,169.608,-538.143,128.330,-0.380,-0.071,0.243,-0.600,0.080,1633.950
31.700,169.650,-537.578,126.630,-0.210,0.011,-0.047,0.220,-0.020,1634.650
31.720,169.692,-537.024,124.650,1.270,0.054,-0.011,0.270,0.450,1635.350
31.740,169.734,-536.461,126.330,1.300,0.043,0.269,-0.550,-0.390,1636.050
31.760,169.775,-535.904,125.070,-0.280,-0.040,-0.029,-0.070,0.310,1636.740
31.780,169.817,-535.332,127.950,-0.630,-0.063,0.272,-0.170,0.250,1637.450
31.800,169.859,-534.775,125.200,-0.860,-0.014,-0.055,0.130,0.210,1638.150
31.820,169.901,-534.208,127.010,0.690,0.078,0.260,-0.560,0.340,1638.860
31.840,169.943,-533.645,126.190,-0.200,0.032,-0.083,0.630,-0.030,1639.560
31.860,169.985,-533.072,128.120,-0.390,0.035,0.288,0.460,-0.560,1640.270
31.880,170.028,-532.501,127.620,-0.810,0.044,-0.133,-0.180,-0.020,1640.980
31.900,170.071,-531.925,128.670,-0.770,0.021,0.247,-0.110,-0.300,1641.690
31.920,170.113,-531.349,128.670,0.320,0.006,0.284,-0.070,-0.220,1642.410
31.940,170.156,-530.779,127.390,-1.320,0.033,-0.091,-0.390,-0.370,1643.120
31.960,170.199,-530.195,130.050,0.990,-0.027,0.262,-0.220,-0.140,1643.840
31.980,170.242,-529.616,129.270,-0.530,-0.071,-0.070,-0.140,-0.180,1644.560
32.000,170.285,-529.043,128.100,-0.150,0.036,-0.061,0.810,-0.710,1645.270
32.020,170.329,-528.441,133.180,-1.340,0.062,0.278,0.470,0.210,1646.010
32.040,170.373,-527.853,130.770,-0.010,-0.056,-0.044,0.470,0.670,1646.730
32.060,170.416,-527.269,130.060,-0.330,0.041,-0.111,0.180,0.180,1647.460
32.080,170.461,-526.671,132.640,-0.050,0.084,0.221,-0.560,-0.060,1648.190
32.100,170.505,-526.068,133.520,1.470,-0.000,0.279,-0.020,-0.020,1648.940
32.120,170.549,-525.480,130.780,0.180,-0.041,-0.037,0.490,-0.130,1649.660
32.140,170.593,-524.886,131.750,-0.790,0.006,0.302,-0.630,0.030,1650.390
32.160,170.636,-524.302,129.980,-0.710,-0.028,0.000,0.320,-0.010,1651.120
32.180,170.680,-523.711,131.480,0.600,-0.031,0.240,1.160,-0.250,1651.850
32.200,170.724,-523.118,131.640,1.300,0.022,0.325,0.530,0.500,1652.580
32.220,170.768,-522.520,132.450,0.280,-0.080,0.251,0.710,-0.450,1653.310
32.240,170.813,-521.921,132.910,0.690,-0.072,0.221,0.110,0.220,1654.050
32.260,170.858,-521.318,133.480,0.610,0.001,0.231,0.480,-0.030,1654.790
32.280,170.902,-520.716,133.240,1.420,-0.001,-0.118,-0.360,0.570,1655.530
32.300,170.946,-520.125,131.300,-1.950,0.017,-0.002,0.400,0.100,1656.260
32.320,170.990,-519.530,131.940,0.670,0.094,0.298,0.330,-0.110,1657.000
32.340,171.034,-518.931,132.770,0.980,0.005,0.220,0.140,-0.070,1657.730
32.360,171.079,-518.329,133.400,-1.340,0.030,0.243,0.660,0.010,1658.470
32.380,171.125,-517.714,135.630,-0.890,-0.049,0.253,-0.270,-0.340,1659.230
32.400,171.169,-517.116,132.550,-0.850,0.038,-0.079,-0.090,-0.230,1659.960
32.420,171.214,-516.510,133.990,-0.730,-0.026,0.197,0.050,-0.540,1660.710
32.440,171.260,-515.892,136.190,-0.480,0.004,0.244,-0.510,-0.280,1661.470
32.460,171.305,-515.283,134.550,0.240,-0.005,-0.060,0.110,0.030,1662.210
32.480,171.350,-514.667,135.930,0.870,0.052,0.238,-0.860,0.090,1662.970
32.500,171.396,-514.054,135.260,1.080,-0.065,-0.043,0.520,-0.590,1663.720
32.520,171.442,-513.436,136.090,-0.840,-0.114,0.293,0.020,-0.040,1664.480
32.540,171.487,-512.822,135.600,-0.840,-0.011,-0.059,-0.260,0.170,1665.230
32.560,171.533,-512.198,137.180,1.320,0.023,0.255,-0.420,-0.050,1665.990
32.580,171.578,-511.592,134.100,0.650,0.008,-0.028,-0.120,-0.190,1666.740
32.600,171.624,-510.974,136.100,0.080,0.062,0.267,0.340,-0.120,1667.490
32.620,171.670,-510.350,137.330,0.470,0.022,0.232,0.270,-0.160,1668.260
32.640,171.716,-509.722,137.920,-0.030,-0.028,0.253,-0.350,-0.190,1669.020
32.660,171.764,-509.085,139.600,0.520,-0.116,0.266,-0.420,0.050,1669.800
32.680,171.810,-508.463,137.010,-0.340,-0.012,-0.084,0.330,0.690,1670.560
32.700,171.857,-507.823,140.050,0.270,0.051,0.288,-0.360,-0.220,1671.340
32.720,171.903,-507.200,137.070,-1.510,-0.020,-0.007,0.030,-0.100,1672.100
32.740,171.950,-506.560,140.290,-0.690,0.001,0.228,0.060,-0.020,1672.880
32.760,171.998,-505.922,139.760,-0.680,0.021,-0.044,0.160,-0.210,1673.650
32.780,172.044,-505.297,137.400,-0.370,-0.051,-0.031,0.430,0.330,1674.420
32.800,172.091,-504.661,139.470,-0.930,0.031,0.234,-0.630,-0.710,1675.190
32.820,172.138,-504.026,139.160,-0.530,0.082,-0.036,-0.960,-0.160,1675.960
32.840,172.185,-503.385,140.420,-1.510,-0.009,0.255,-0.280,0.250,1676.740
32.860,172.232,-502.749,139.380,0.550,-0.056,-0.094,0.900,-0.090,1677.520
32.880,172.279,-502.113,139.490,-0.080,-0.003,0.264,1.010,-0.250,1678.290
32.900,172.327,-501.461,142.240,-1.710,-0.111,0.217,0.920,0.130,1679.080
32.920,172.375,-500.821,140.270,-0.830,0.017,-0.022,-0.100,0.270,1679.860
32.940,172.423,-500.171,141.900,0.340,0.023,0.230,-0.890,0.060,1680.650
32.960,172.470,-499.529,140.550,-0.540,0.084,-0.055,-1.170,-0.240,1681.430
32.980,172.519,-498.869,143.630,-0.700,-0.010,0.291,-0.310,0.140,1682.230
33.000,172.566,-498.228,140.350,-0.070,0.020,-0.035,-0.100,-0.120,1683.010
33.020,172.614,-497.586,140.680,0.340,-0.043,0.218,0.650,0.220,1683.790
33.040,172.663,-496.924,144.120,-1.440,-0.018,0.220,0.430,0.440,1684.590
33.060,172.710,-496.277,141.400,0.550,-0.076,-0.068,0.110,-0.780,1685.380
33.080,172.760,-495.611,144.710,-0.800,-0.010,0.262,-0.440,0.030,1686.180
33.100,172.808,-494.951,143.880,-0.020,-0.015,-0.039,-0.480,-0.520,1686.980
33.120,172.857,-494.298,142.540,-0.040,0.015,-0.075,0.130,0.730,1687.770
33.140,172.904,-493.657,140.290,-0.530,-0.031,-0.085,0.350,-0.140,1688.550
33.160,172.952,-493.000,143.220,-1.020,0.004,0.258,0.200,0.220,1689.350
33.180,173.001,-492.340,143.640,-0.290,-0.017,0.245,-0.520,-0.010,1690.150
